word,delta_cos,neighbor_jaccard,change_score
হ্যা,0.722691148519516,0.0,1.722691148519516
টুই,0.722452700138092,0.0,1.722452700138092
মশা,0.7224213182926178,0.0,1.7224213182926178
বিরাট,0.722418338060379,0.0,1.722418338060379
আজহ,0.7220118939876556,0.0,1.7220118939876556
একইভাবে,0.7207445502281189,0.0,1.720744550228119
অনুষ,0.7204451560974121,0.0,1.720445156097412
মৌসুমী,0.7193008363246918,0.0,1.7193008363246918
শিখ,0.7190517485141754,0.0,1.7190517485141754
কালে,0.7188475430011749,0.0,1.718847543001175
কলোনি,0.7282282412052155,0.010101010101010102,1.7181272311042055
জায়গায়,0.7180711030960083,0.0,1.7180711030960083
বৈঠক,0.7180429697036743,0.0,1.7180429697036743
নূতন,0.7180109918117523,0.0,1.7180109918117523
রাজ্য,0.7178840339183807,0.0,1.7178840339183807
কমিউনি,0.717829018831253,0.0,1.717829018831253
ঠেকা,0.7177560031414032,0.0,1.7177560031414032
থাকত,0.7174486815929413,0.0,1.7174486815929413
হাসির,0.7172392904758453,0.0,1.7172392904758453
ইন,0.7168478667736053,0.0,1.7168478667736053
খোঁজখবর,0.7165030241012573,0.0,1.7165030241012573
দেখিয়ে,0.7163157761096954,0.0,1.7163157761096954
আক্রমণে,0.7162226438522339,0.0,1.7162226438522339
মিনি,0.7158271670341492,0.0,1.7158271670341492
টিপে,0.7158128023147583,0.0,1.7158128023147583
সাহা,0.7152588069438934,0.0,1.7152588069438934
জবাবে,0.715214729309082,0.0,1.715214729309082
উত্তেজিত,0.7148406803607941,0.0,1.714840680360794
গেছি,0.7145136892795563,0.0,1.7145136892795563
জেসমিন,0.7144690155982971,0.0,1.7144690155982971
আধা,0.7143572866916656,0.0,1.7143572866916656
আলোর,0.7140446305274963,0.0,1.7140446305274963
পাল্টে,0.7136505246162415,0.0,1.7136505246162415
লিক,0.7134924232959747,0.0,1.7134924232959747
ডিউ,0.7130808234214783,0.0,1.7130808234214783
সাহ,0.712868869304657,0.0,1.712868869304657
পাগলা,0.7125040292739868,0.0,1.7125040292739868
বুড়ো,0.7123149037361145,0.0,1.7123149037361145
ছানা,0.7122008204460144,0.0,1.7122008204460144
উনা,0.7120482623577118,0.0,1.7120482623577118
উপায়,0.7116861641407013,0.0,1.7116861641407013
ভাইরাল,0.7116299569606781,0.0,1.711629956960678
প্রতিপক্ষ,0.7116203010082245,0.0,1.7116203010082245
হয়েছে৷,0.7115945816040039,0.0,1.711594581604004
চারটা,0.7114370465278625,0.0,1.7114370465278625
পুরাতন,0.7114304006099701,0.0,1.71143040060997
রুহ,0.7114135026931763,0.0,1.7114135026931763
বদলা,0.710649311542511,0.0,1.710649311542511
বেশকিছু,0.7105824649333954,0.0,1.7105824649333954
দিব,0.7104421257972717,0.0,1.7104421257972717
দুর্যোগ,0.7103041112422943,0.0,1.7103041112422943
ফাজিল,0.7100009918212891,0.0,1.710000991821289
দবির,0.7098200619220734,0.0,1.7098200619220734
ফণি,0.7090077698230743,0.0,1.7090077698230743
পাগল,0.7089824080467224,0.0,1.7089824080467224
ইতস্তত,0.7080060243606567,0.0,1.7080060243606567
বিন্দু,0.7074527442455292,0.0,1.7074527442455292
গুম,0.7074064314365387,0.0,1.7074064314365387
নিখোঁজ,0.7070179879665375,0.0,1.7070179879665375
আল,0.7069601714611053,0.0,1.7069601714611053
পুরান,0.7068653702735901,0.0,1.70686537027359
ব্যাপারটা,0.7067514657974243,0.0,1.7067514657974243
ধীর,0.7065840065479279,0.0,1.7065840065479279
ঘুমন্ত,0.706359475851059,0.0,1.706359475851059
পাখা,0.7062132060527802,0.0,1.7062132060527802
নিহ,0.7061627507209778,0.0,1.7061627507209778
শওকত,0.7057662606239319,0.0,1.7057662606239319
চিনি,0.7057145535945892,0.0,1.7057145535945892
বাধন,0.7055864632129669,0.0,1.705586463212967
সাব,0.7055738270282745,0.0,1.7055738270282745
অদম্য,0.7054153084754944,0.0,1.7054153084754944
ডা,0.7052763402462006,0.0,1.7052763402462006
ছেড়ে,0.7051378786563873,0.0,1.7051378786563873
অন্ত,0.7050212919712067,0.0,1.7050212919712067
উত্তরে,0.7048985362052917,0.0,1.7048985362052917
প্রভাবে,0.7046768963336945,0.0,1.7046768963336945
এগিয়ে,0.7044933438301086,0.0,1.7044933438301086
চৌদ্দ,0.7043221592903137,0.0,1.7043221592903137
কলোনির,0.7041755318641663,0.0,1.7041755318641663
কমিশনার,0.7040397226810455,0.0,1.7040397226810455
ডেঙ্গু,0.7039472758769989,0.0,1.703947275876999
ঝুলে,0.7034843266010284,0.0,1.7034843266010284
ফিত,0.7134467363357544,0.010101010101010102,1.7033457262347445
সরিয়ে,0.7032535970211029,0.0,1.703253597021103
দাও,0.7028089761734009,0.0,1.7028089761734009
স্মার্ট,0.7027109265327454,0.0,1.7027109265327454
হারাম,0.702093631029129,0.0,1.702093631029129
মু,0.7015042006969452,0.0,1.7015042006969452
রহিম,0.701388955116272,0.0,1.701388955116272
অবশেষ,0.7013678252696991,0.0,1.701367825269699
ফিরিয়ে,0.7010721266269684,0.0,1.7010721266269684
লাগল,0.7006773948669434,0.0,1.7006773948669434
ভার,0.7002759873867035,0.0,1.7002759873867035
স্বভাব,0.7002618610858917,0.0,1.7002618610858917
হাইব্রিড,0.7002026736736298,0.0,1.7002026736736298
বিল্ডিং,0.7001578509807587,0.0,1.7001578509807587
পায়ে,0.7000970542430878,0.0,1.7000970542430878
গুজব,0.7000688314437866,0.0,1.7000688314437866
স্যামসন,0.7000271081924438,0.0,1.7000271081924438
তুচ্,0.6993285119533539,0.0,1.6993285119533539
হাতে,0.6993201971054077,0.0,1.6993201971054077
ফেলেছি,0.6992927491664886,0.0,1.6992927491664886
জাহি,0.6988736391067505,0.0,1.6988736391067505
নাট,0.6987460255622864,0.0,1.6987460255622864
আল্লাহ,0.698435366153717,0.0,1.698435366153717
আইরিশ,0.6983454525470734,0.0,1.6983454525470734
আর্কাইভ,0.6979184150695801,0.0,1.69791841506958
মাথায়,0.6978828012943268,0.0,1.6978828012943268
অস্তিত্বে,0.6978237628936768,0.0,1.6978237628936768
সেখানক,0.6978059709072113,0.0,1.6978059709072113
ডাকা,0.6977377831935883,0.0,1.6977377831935883
দাস,0.6975457072257996,0.0,1.6975457072257996
আশেপাশে,0.6972872614860535,0.0,1.6972872614860535
ভান,0.6970740258693695,0.0,1.6970740258693695
মেল,0.6968373954296112,0.0,1.6968373954296112
জিয়া,0.7067254483699799,0.010101010101010102,1.69662443826897
সাবধান,0.696426510810852,0.0,1.696426510810852
কাপা,0.6964170932769775,0.0,1.6964170932769775
পাক,0.6963289380073547,0.0,1.6963289380073547
বিরক্ত,0.6953540146350861,0.0,1.695354014635086
কুসুম,0.6953522264957428,0.0,1.6953522264957428
সিল্ক,0.6948828399181366,0.0,1.6948828399181366
উদ্দেশ্যে,0.6943441331386566,0.0,1.6943441331386566
বানানো,0.6943102777004242,0.0,1.6943102777004242
এখান,0.6942070722579956,0.0,1.6942070722579956
হেড,0.7043080031871796,0.010101010101010102,1.6942069930861696
পাওয়,0.6940252184867859,0.0,1.6940252184867859
ভঙ্গি,0.6939438879489899,0.0,1.6939438879489899
তরুণী,0.6939415335655212,0.0,1.6939415335655212
ডাবলু,0.6939337849617004,0.0,1.6939337849617004
গরুর,0.6938690841197968,0.0,1.6938690841197968
ঘোর,0.693758487701416,0.0,1.693758487701416
হাতির,0.6936015486717224,0.0,1.6936015486717224
ঝামেলা,0.6935153603553772,0.0,1.6935153603553772
বানানোর,0.6934486627578735,0.0,1.6934486627578735
শাহনাজ,0.6933928728103638,0.0,1.6933928728103638
মিশর,0.6931394040584564,0.0,1.6931394040584564
সূত্রে,0.6931279003620148,0.0,1.6931279003620148
ফ্যাক্টরি,0.6930385231971741,0.0,1.693038523197174
আমদানি,0.6930069029331207,0.0,1.6930069029331207
বিচিত্র,0.6927187740802765,0.0,1.6927187740802765
ইতিমধ্যে,0.692499965429306,0.0,1.692499965429306
জ্যোতি,0.6924836933612823,0.0,1.6924836933612823
আসছিল,0.6924158036708832,0.0,1.6924158036708832
বুলবুল,0.6921223700046539,0.0,1.692122370004654
আর্মি,0.6916632950305939,0.0,1.6916632950305939
উপভোগ,0.691264420747757,0.0,1.691264420747757
এবারে,0.6907592713832855,0.0,1.6907592713832855
চালিয়ে,0.690479040145874,0.0,1.690479040145874
পরিবর্,0.6904631555080414,0.0,1.6904631555080414
হান্নান,0.6903320252895355,0.0,1.6903320252895355
বাবর,0.6902883350849152,0.0,1.6902883350849152
আকন্দ,0.6902211606502533,0.0,1.6902211606502533
ভিক্ষুক,0.700307697057724,0.010101010101010102,1.690206686956714
খানিক,0.6900489330291748,0.0,1.6900489330291748
আজকাল,0.6900486946105957,0.0,1.6900486946105957
ভদ্রলোক,0.6898620426654816,0.0,1.6898620426654816
নিশ্চয়,0.6897147595882416,0.0,1.6897147595882416
নিয়েছি,0.6896197199821472,0.0,1.6896197199821472
ছোট্ট,0.6895551085472107,0.0,1.6895551085472107
মার্ক,0.6890133321285248,0.0,1.6890133321285248
আলাউদ্দিন,0.6888769567012787,0.0,1.6888769567012787
বলতে,0.6887387037277222,0.0,1.6887387037277222
উপস্থিতি,0.6887058317661285,0.0,1.6887058317661285
বিপক্ষে,0.6885315775871277,0.0,1.6885315775871277
ছড়ানো,0.6881837546825409,0.0,1.688183754682541
সংবা,0.6880886554718018,0.0,1.6880886554718018
উঠলে,0.6880489587783813,0.0,1.6880489587783813
দখলে,0.6879571974277496,0.0,1.6879571974277496
রাজনীতি,0.6877789497375488,0.0,1.6877789497375488
দেখল,0.6875733137130737,0.0,1.6875733137130737
শূন্যে,0.6873824596405029,0.0,1.687382459640503
বারো,0.6873528063297272,0.0,1.6873528063297272
নামক,0.6872489750385284,0.0,1.6872489750385284
কিছুদিন,0.6872264742851257,0.0,1.6872264742851257
এদিক,0.697222501039505,0.010101010101010102,1.687121490938495
নালিশ,0.6870627701282501,0.0,1.6870627701282501
পাঁচজন,0.6869095861911774,0.0,1.6869095861911774
সরু,0.6868899464607239,0.0,1.6868899464607239
দিল্,0.686656266450882,0.0,1.686656266450882
অমিত,0.6864283084869385,0.0,1.6864283084869385
বৌদ্ধ,0.6863231360912323,0.0,1.6863231360912323
চিত্র,0.6861937642097473,0.0,1.6861937642097473
ফরাসি,0.6859449744224548,0.0,1.6859449744224548
থাবা,0.6856911778450012,0.0,1.6856911778450012
দেখব,0.6855351328849792,0.0,1.6855351328849792
টার্নার,0.6854327619075775,0.0,1.6854327619075775
পেপ,0.6853862106800079,0.0,1.685386210680008
ঋতু,0.685223251581192,0.0,1.685223251581192
কোহিনুর,0.6851533353328705,0.0,1.6851533353328705
প্রজাতির,0.6850693821907043,0.0,1.6850693821907043
হাউজে,0.6848965883255005,0.0,1.6848965883255005
লিওন,0.6847802102565765,0.0,1.6847802102565765
ফেললে,0.6847567856311798,0.0,1.6847567856311798
নিঃশ্বাস,0.6846407353878021,0.0,1.6846407353878021
যথাক্রমে,0.6845376789569855,0.0,1.6845376789569855
মেটা,0.684186190366745,0.0,1.684186190366745
চুপ,0.694238007068634,0.010101010101010102,1.684136996967624
নিতে,0.6840494573116302,0.0,1.6840494573116302
মৃদু,0.683940976858139,0.0,1.683940976858139
অধিকাংশ,0.6839214861392975,0.0,1.6839214861392975
বাজ,0.6836579740047455,0.0,1.6836579740047455
কল্পনা,0.6835114657878876,0.0,1.6835114657878876
ধরেছেন,0.6834101378917694,0.0,1.6834101378917694
জেট,0.6832921504974365,0.0,1.6832921504974365
প্রাথমিকভাবে,0.6832284927368164,0.0,1.6832284927368164
কো,0.6831866204738617,0.0,1.6831866204738617
নিশ্বাস,0.6831580996513367,0.0,1.6831580996513367
ইতিমধ্যেই,0.683090478181839,0.0,1.683090478181839
একদিনে,0.6828741133213043,0.0,1.6828741133213043
রই,0.6822617053985596,0.0,1.6822617053985596
ইংল্যান্ড,0.6821355223655701,0.0,1.68213552236557
ভাটা,0.6817820966243744,0.0,1.6817820966243744
হাউজ,0.6817085444927216,0.0,1.6817085444927216
চ্যাপ্,0.6815656125545502,0.0,1.6815656125545502
কানা,0.6814981997013092,0.0,1.6814981997013092
বর্ণনা,0.6812999844551086,0.0,1.6812999844551086
লিস্ট,0.6811240315437317,0.0,1.6811240315437317
বাজে,0.6811223328113556,0.0,1.6811223328113556
কমপ্লেক্স,0.6810708045959473,0.0,1.6810708045959473
দফা,0.680961400270462,0.0,1.680961400270462
দ্বিতীয়,0.6808035671710968,0.0,1.6808035671710968
মন্ত্রী,0.6807903349399567,0.0,1.6807903349399567
চাচ্,0.6806286573410034,0.0,1.6806286573410034
মাঝি,0.6804910898208618,0.0,1.6804910898208618
হাজারো,0.6804477572441101,0.0,1.68044775724411
খুঁ,0.6804189085960388,0.0,1.6804189085960388
বাঘ,0.6800445318222046,0.0,1.6800445318222046
বাসিন্দা,0.6800347566604614,0.0,1.6800347566604614
সাধারণত,0.680016040802002,0.0,1.680016040802002
ম্যান,0.6798381805419922,0.0,1.6798381805419922
অগ্রসর,0.6797830164432526,0.0,1.6797830164432526
থাকল,0.6793892085552216,0.0,1.6793892085552216
ঠিকম,0.6792875230312347,0.0,1.6792875230312347
দাঁড়িয়ে,0.6792837381362915,0.0,1.6792837381362915
করছি৷,0.6792095601558685,0.0,1.6792095601558685
অন্যদি,0.6892577409744263,0.010101010101010102,1.6791567308734163
অনুসন্ধানী,0.6790061891078949,0.0,1.679006189107895
ধারণ,0.6789341568946838,0.0,1.6789341568946838
মেশিনে,0.6788294315338135,0.0,1.6788294315338135
একাধিক,0.6787574887275696,0.0,1.6787574887275696
রেসকোর্স,0.6782457232475281,0.0,1.678245723247528
পেরেছেন,0.6781437993049622,0.0,1.6781437993049622
বাক্সে,0.6776684522628784,0.0,1.6776684522628784
শিরীন,0.677636593580246,0.0,1.677636593580246
আলোচন,0.6771278381347656,0.0,1.6771278381347656
স্বরাষ্ট্র,0.6769992411136627,0.0,1.6769992411136627
যথারীতি,0.6769968867301941,0.0,1.676996886730194
উল্টো,0.676325112581253,0.0,1.676325112581253
গফুর,0.676213949918747,0.0,1.676213949918747
তাতে,0.6760943531990051,0.0,1.6760943531990051
পেয়,0.6760087311267853,0.0,1.6760087311267853
কাদেরের,0.6759539842605591,0.0,1.675953984260559
কয়েকব,0.6757790744304657,0.0,1.6757790744304657
বিজনেস,0.675659567117691,0.0,1.675659567117691
হইচই,0.675654947757721,0.0,1.675654947757721
স্ত্রী,0.6755659282207489,0.0,1.675565928220749
পড়বে,0.6754605174064636,0.0,1.6754605174064636
দেশবাসী,0.6753868162631989,0.0,1.6753868162631989
খোকা,0.6753310561180115,0.0,1.6753310561180115
কাণ্ড,0.6852044463157654,0.010101010101010102,1.6751034362147554
করানোর,0.6749749481678009,0.0,1.674974948167801
রুখ,0.6749333143234253,0.0,1.6749333143234253
খালে,0.6745822131633759,0.0,1.6745822131633759
স্টিয়ারিং,0.6744220852851868,0.0,1.6744220852851868
বুদ্ধিজীবী,0.6743385195732117,0.0,1.6743385195732117
পূর্ণ,0.6743009388446808,0.0,1.6743009388446808
আইডি,0.6741394698619843,0.0,1.6741394698619843
সেন্ট,0.6740693747997284,0.0,1.6740693747997284
প্রশান্ত,0.6740271151065826,0.0,1.6740271151065826
লরি,0.674016684293747,0.0,1.674016684293747
শাহ,0.6738955080509186,0.0,1.6738955080509186
উজ্জ্বল,0.6737667620182037,0.0,1.6737667620182037
লুকা,0.6737260818481445,0.0,1.6737260818481445
গায়ে,0.6735265552997589,0.0,1.673526555299759
ভারি,0.6734216511249542,0.0,1.6734216511249542
মহাজাগতিক,0.6733905076980591,0.0,1.673390507698059
চিক,0.6733802556991577,0.0,1.6733802556991577
অর,0.6731747984886169,0.0,1.673174798488617
উন্মোচন,0.6730912327766418,0.0,1.6730912327766418
চাঁদ,0.6730031669139862,0.0,1.6730031669139862
জেলা,0.6726827919483185,0.0,1.6726827919483185
ক্যাটাগরি,0.6723067760467529,0.0,1.672306776046753
মোটামু,0.6722708344459534,0.0,1.6722708344459534
স্টেজ,0.6721490323543549,0.0,1.6721490323543549
জেড,0.672120213508606,0.0,1.672120213508606
আমিন,0.6720671951770782,0.0,1.6720671951770782
জড়িত,0.6720180213451385,0.0,1.6720180213451385
মোরগ,0.671995222568512,0.0,1.671995222568512
ছাত্রছাত্রী,0.671951562166214,0.0,1.671951562166214
এমপি,0.6718224585056305,0.0,1.6718224585056305
স্থগিত,0.6716957986354828,0.0,1.6716957986354828
বিষয়ক,0.6716706454753876,0.0,1.6716706454753876
বাংলাদেশি,0.6716400980949402,0.0,1.6716400980949402
উল,0.6716307699680328,0.0,1.6716307699680328
ভাগ্নে,0.6714806258678436,0.0,1.6714806258678436
গেড়ে,0.6714624762535095,0.0,1.6714624762535095
পুরে,0.6710988581180573,0.0,1.6710988581180573
ইংলিশ,0.6710156500339508,0.0,1.6710156500339508
হতাশ,0.6709838211536407,0.0,1.6709838211536407
মাদকদ্রব্য,0.6708963811397552,0.0,1.6708963811397552
আফ্রিকান,0.6707058250904083,0.0,1.6707058250904083
আড়ালে,0.6704645454883575,0.0,1.6704645454883575
পোশা,0.6704315841197968,0.0,1.6704315841197968
দান,0.670421689748764,0.0,1.670421689748764
বাড়ির,0.6702815294265747,0.0,1.6702815294265747
মিশন,0.6701744496822357,0.0,1.6701744496822357
হাসা,0.66987144947052,0.0,1.66987144947052
সেদি,0.6698704659938812,0.0,1.6698704659938812
ইনফরমেশন,0.6698479056358337,0.0,1.6698479056358337
আবিদ,0.6697365641593933,0.0,1.6697365641593933
রসিকতা,0.6697249710559845,0.0,1.6697249710559845
তিনব,0.6797472536563873,0.010101010101010102,1.6696462435553774
গিয়েছিল,0.669644832611084,0.0,1.669644832611084
কটা,0.669604629278183,0.0,1.669604629278183
অনিক,0.669558584690094,0.0,1.669558584690094
শ্রোতা,0.6695006191730499,0.0,1.66950061917305
নামিয়ে,0.6694320142269135,0.0,1.6694320142269135
চক্ষু,0.6693572998046875,0.0,1.6693572998046875
অপ্রয়োজনীয়,0.669337123632431,0.0,1.669337123632431
নিম্নমান,0.6692257821559906,0.0,1.6692257821559906
বুধব,0.6689860820770264,0.0,1.6689860820770264
নিয়ম,0.6687913835048676,0.0,1.6687913835048676
আবদুল্লাহ,0.6687891781330109,0.0,1.6687891781330109
দানব,0.668787807226181,0.0,1.668787807226181
নির্মমভাবে,0.6686675250530243,0.0,1.6686675250530243
এগুচ্,0.6685925126075745,0.0,1.6685925126075745
ভূমিকম্প,0.6684592068195343,0.0,1.6684592068195343
শি,0.6683389842510223,0.0,1.6683389842510223
অপরাধীর,0.6683226227760315,0.0,1.6683226227760315
ব্যাক,0.6680184304714203,0.0,1.6680184304714203
নিচু,0.6680005192756653,0.0,1.6680005192756653
পেশ,0.6679507195949554,0.0,1.6679507195949554
টেলিফোন,0.6678338348865509,0.0,1.667833834886551
ভিড়,0.6678305268287659,0.0,1.6678305268287659
আলামত,0.6677859723567963,0.0,1.6677859723567963
ছোটাছু,0.6673914194107056,0.0,1.6673914194107056
ত্রিশ,0.6771646738052368,0.010101010101010102,1.6670636637042269
উৎসাহী,0.6669066250324249,0.0,1.666906625032425
মধুর,0.6669013500213623,0.0,1.6669013500213623
ইট,0.6668274402618408,0.0,1.6668274402618408
যুক্তরাষ্ট্র,0.676851898431778,0.010101010101010102,1.666750888330768
ফেরি,0.6666063964366913,0.0,1.6666063964366913
সূচক,0.6662130951881409,0.0,1.6662130951881409
মণি,0.6659500896930695,0.0,1.6659500896930695
উঠবে,0.6657510101795197,0.0,1.6657510101795197
কপালে,0.6655367910861969,0.0,1.665536791086197
তখনো,0.6654329299926758,0.0,1.6654329299926758
নৌক,0.6652756035327911,0.0,1.6652756035327911
হাউসে,0.6652633845806122,0.0,1.6652633845806122
মেয়,0.6651439666748047,0.0,1.6651439666748047
অস্থির,0.6648310124874115,0.0,1.6648310124874115
স্থির,0.6647936999797821,0.0,1.664793699979782
জুড়ে,0.6646917164325714,0.0,1.6646917164325714
আবাসিক,0.6646204888820648,0.0,1.6646204888820648
জাহাজ,0.6645430326461792,0.0,1.6645430326461792
গদি,0.6644468307495117,0.0,1.6644468307495117
পূজা,0.6644191145896912,0.0,1.6644191145896912
অদ্ভুত,0.6643462181091309,0.0,1.6643462181091309
টানাটানি,0.6642063856124878,0.0,1.6642063856124878
শতাধিক,0.6639479994773865,0.0,1.6639479994773865
মিছিলে,0.6638153195381165,0.0,1.6638153195381165
সঙ্গী,0.6636498868465424,0.0,1.6636498868465424
মঞ্চে,0.6634344160556793,0.0,1.6634344160556793
নিব,0.663424551486969,0.0,1.663424551486969
আসন,0.6633063554763794,0.0,1.6633063554763794
বিদায়,0.6632663309574127,0.0,1.6632663309574127
হাইকোর্ট,0.6632498502731323,0.0,1.6632498502731323
বেড,0.6632265746593475,0.0,1.6632265746593475
ডিবি,0.6630581319332123,0.0,1.6630581319332123
লাগিয়ে,0.6630085706710815,0.0,1.6630085706710815
দোয়া,0.6629580855369568,0.0,1.6629580855369568
রক্তপাত,0.6729809939861298,0.010101010101010102,1.6628799838851198
পাননি,0.6628504693508148,0.0,1.6628504693508148
প্যানেলের,0.6628042161464691,0.0,1.6628042161464691
এখনি,0.6627925336360931,0.0,1.6627925336360931
বসেছিল,0.6626667082309723,0.0,1.6626667082309723
মাইকেল,0.6625494062900543,0.0,1.6625494062900543
টেকনাফ,0.6624451279640198,0.0,1.6624451279640198
বলো,0.6623764932155609,0.0,1.662376493215561
বুলা,0.6623620092868805,0.0,1.6623620092868805
এমনভাবে,0.662266880273819,0.0,1.662266880273819
মতিন,0.662147581577301,0.0,1.662147581577301
অদৃশ্য,0.6621318459510803,0.0,1.6621318459510803
বিশিষ্ট,0.6620589792728424,0.0,1.6620589792728424
সূর,0.6619408428668976,0.0,1.6619408428668976
জাকির,0.6617065072059631,0.0,1.6617065072059631
দাঁড়া,0.6616739928722382,0.0,1.6616739928722382
শতাব্দী,0.6717464625835419,0.010101010101010102,1.661645452482532
বাসায়,0.661498099565506,0.0,1.661498099565506
অভিযাত্রী,0.661482959985733,0.0,1.661482959985733
আংশিক,0.6613934934139252,0.0,1.6613934934139252
প্রথমবার,0.6612488925457001,0.0,1.6612488925457
কিশোরীর,0.6610798835754395,0.0,1.6610798835754395
প্রেরিত,0.6607954502105713,0.0,1.6607954502105713
বনি,0.660751461982727,0.0,1.660751461982727
আনন্দিত,0.6607136130332947,0.0,1.6607136130332947
বিখ্যাত,0.6604559123516083,0.0,1.6604559123516083
আস্,0.6604280769824982,0.0,1.6604280769824982
কিস,0.6602266132831573,0.0,1.6602266132831573
মাপ,0.6702606976032257,0.010101010101010102,1.6601596875022158
