word,delta_cos,neighbor_jaccard,change_score
লঞ্চে,1.1332961469888687,0.0,2.1332961469888687
নাসেরের,1.0219232849776745,0.0,2.0219232849776745
ব্যাখ্য,1.0164650548249483,0.0,2.0164650548249483
সৰ্বনাশ,0.9723176117986441,0.0,1.972317611798644
বাবে,0.9687138348817825,0.0,1.9687138348817825
মহাশক্তি,0.9655670635402203,0.0,1.9655670635402203
জেনা,0.9625679031014442,0.0,1.9625679031014442
কষ্টসাধ্য,0.9533962644636631,0.0,1.953396264463663
হাহ,0.9211681708693504,0.0,1.9211681708693504
হয়না,0.9114279523491859,0.0,1.911427952349186
লিয়া,0.8846307396888733,0.0,1.8846307396888733
আলাউদ্দিন,0.8839757069945335,0.0,1.8839757069945335
পড়ছিল,0.8651795834302902,0.0,1.8651795834302902
সুব্রত,0.8604057431221008,0.0,1.8604057431221008
নাড়ু,0.8563174605369568,0.0,1.8563174605369568
শুকুর,0.8514094352722168,0.0,1.8514094352722168
মারিয়া,0.8513338267803192,0.0,1.8513338267803192
প্রাধান্য,0.8512528240680695,0.0,1.8512528240680695
আজহ,0.8591577857732773,0.010101010101010102,1.8490567756722673
শ্রাবণী,0.8480502665042877,0.0,1.8480502665042877
আকন্দ,0.8433246314525604,0.0,1.8433246314525604
লাইনে,0.8420796394348145,0.0,1.8420796394348145
খাজ,0.8404176384210587,0.0,1.8404176384210587
আঠ,0.837328165769577,0.0,1.837328165769577
নিয়ে৷,0.8353802412748337,0.0,1.8353802412748337
শওকত,0.8345270603895187,0.0,1.8345270603895187
ভাঙ্গ,0.8323633223772049,0.0,1.832363322377205
স্থায়ী,0.8301340490579605,0.0,1.8301340490579605
শুধুমাত্র,0.8299133330583572,0.0,1.8299133330583572
দালান,0.8293215781450272,0.0,1.8293215781450272
ব্যাং,0.8278628140687943,0.0,1.8278628140687943
শফিক,0.8270009160041809,0.0,1.827000916004181
শী,0.8262312114238739,0.0,1.826231211423874
ইন্দিয়,0.8220533430576324,0.0,1.8220533430576324
আসনে,0.8215553909540176,0.0,1.8215553909540176
বসে৷,0.8202715218067169,0.0,1.820271521806717
ডীপ,0.8166761994361877,0.0,1.8166761994361877
বাত,0.8158970773220062,0.0,1.8158970773220062
ল্যাবরেটরি,0.8150835484266281,0.0,1.8150835484266281
পেয়ার,0.8142545521259308,0.0,1.8142545521259308
চিক,0.8132327347993851,0.0,1.813232734799385
নিশি,0.8114629983901978,0.0,1.8114629983901978
আসন,0.8095599114894867,0.0,1.8095599114894867
কন্টোল,0.8089936375617981,0.0,1.808993637561798
মিশ,0.8087651431560516,0.0,1.8087651431560516
তাব,0.80870021879673,0.0,1.80870021879673
লিশান,0.808288499712944,0.0,1.808288499712944
করা৷,0.8072688579559326,0.0,1.8072688579559326
ম্যা,0.8062264770269394,0.0,1.8062264770269394
বোলো,0.8062095642089844,0.0,1.8062095642089844
দশবারো,0.8054019212722778,0.0,1.8054019212722778
গুরু,0.8050547391176224,0.0,1.8050547391176224
থাক৷,0.8047596961259842,0.0,1.8047596961259842
জিগির,0.8040824830532074,0.0,1.8040824830532074
পচে,0.8039329797029495,0.0,1.8039329797029495
চে,0.803520068526268,0.0,1.803520068526268
চব্বিশ,0.8021259754896164,0.0,1.8021259754896164
বিটি,0.8009878993034363,0.0,1.8009878993034363
শাহনাজ,0.7998986840248108,0.0,1.7998986840248108
ওন,0.7986200153827667,0.0,1.7986200153827667
অলস,0.7975670546293259,0.0,1.7975670546293259
ঘোষ,0.7975051403045654,0.0,1.7975051403045654
সন্দেশ,0.7974341809749603,0.0,1.7974341809749603
কথাম,0.7973756939172745,0.0,1.7973756939172745
করানোর,0.7959550619125366,0.0,1.7959550619125366
তোলে,0.7958106696605682,0.0,1.7958106696605682
সোমা,0.7946021109819412,0.0,1.7946021109819412
হাস্যকর,0.7940317392349243,0.0,1.7940317392349243
ধরুন,0.7932166010141373,0.0,1.7932166010141373
ডাবলু,0.7931584268808365,0.0,1.7931584268808365
শু,0.7921743988990784,0.0,1.7921743988990784
সিগনাল,0.7914010435342789,0.0,1.7914010435342789
সত্বে,0.7912643551826477,0.0,1.7912643551826477
রি,0.7911210507154465,0.0,1.7911210507154465
কুম,0.790979191660881,0.0,1.790979191660881
বেচ,0.7901558727025986,0.0,1.7901558727025986
রাজ্য,0.7885989397764206,0.0,1.7885989397764206
থেল,0.7884635031223297,0.0,1.7884635031223297
সবে,0.7878209799528122,0.0,1.7878209799528122
সরা,0.7877617329359055,0.0,1.7877617329359055
বাঙালী,0.7875317931175232,0.0,1.7875317931175232
অন্ত,0.7869784533977509,0.0,1.7869784533977509
থুব,0.7866969704627991,0.0,1.786696970462799
অশান্তি,0.7861394882202148,0.0,1.7861394882202148
রেখ,0.7860713452100754,0.0,1.7860713452100754
ইমতিয়াজ,0.7860214412212372,0.0,1.7860214412212372
সীম,0.7860030084848404,0.0,1.7860030084848404
সার্কাস,0.7855153828859329,0.0,1.785515382885933
একদম,0.785247728228569,0.0,1.785247728228569
মুঠোয়,0.7851857393980026,0.0,1.7851857393980026
যাবতীয়,0.7848666906356812,0.0,1.7848666906356812
অমনি,0.7847841829061508,0.0,1.7847841829061508
রেখো,0.7847567349672318,0.0,1.7847567349672318
বিলু,0.784125491976738,0.0,1.784125491976738
সেলের,0.7840637713670731,0.0,1.784063771367073
হুমায়ূন,0.7939230501651764,0.010101010101010102,1.7838220400641664
অধিবাসী,0.7837764173746109,0.0,1.783776417374611
জার্মানি,0.7835185825824738,0.0,1.7835185825824738
ত্রিশ,0.7825821787118912,0.0,1.7825821787118912
বেঁ,0.7823214679956436,0.0,1.7823214679956436
ষোলো,0.7819865792989731,0.0,1.781986579298973
একত্র,0.7812983393669128,0.0,1.7812983393669128
দূল,0.7809526473283768,0.0,1.7809526473283768
নাটক,0.7806772738695145,0.0,1.7806772738695145
খোজা,0.780592530965805,0.0,1.780592530965805
কিম,0.7800664156675339,0.0,1.7800664156675339
সুলতান,0.7793819755315781,0.0,1.779381975531578
তীক্ষু,0.7781292647123337,0.0,1.7781292647123337
উচ্চ,0.7766621112823486,0.0,1.7766621112823486
গাইড,0.776554748415947,0.0,1.776554748415947
গনগনে,0.775006890296936,0.0,1.775006890296936
লু,0.7746416628360748,0.0,1.7746416628360748
হেন,0.7745071202516556,0.0,1.7745071202516556
রাহেলা,0.7845651656389236,0.010101010101010102,1.7744641555379137
উল্টো,0.7741660326719284,0.0,1.7741660326719284
নিও,0.7739866673946381,0.0,1.773986667394638
ডিগবাজি,0.7729552984237671,0.0,1.772955298423767
রিয়াজ,0.7721971422433853,0.0,1.7721971422433853
কাছে৷,0.7711101323366165,0.0,1.7711101323366165
দূরত্ব,0.7709234356880188,0.0,1.7709234356880188
কাপা,0.7707788795232773,0.0,1.7707788795232773
ওয়া,0.770652562379837,0.0,1.770652562379837
টিক,0.7702968716621399,0.0,1.77029687166214
জানল,0.7691598832607269,0.0,1.769159883260727
সাতদিন,0.7691082954406738,0.0,1.7691082954406738
জায়গাতে,0.7688223123550415,0.0,1.7688223123550415
ফুরিয়ে,0.7684153020381927,0.0,1.7684153020381927
শঙ্কিত,0.7667458653450012,0.0,1.7667458653450012
সবসময়ে,0.7664540708065033,0.0,1.7664540708065033
জড়ো,0.7663504630327225,0.0,1.7663504630327225
নও,0.7660767883062363,0.0,1.7660767883062363
দেখ৷,0.765855997800827,0.0,1.765855997800827
দেয়৷,0.7654127925634384,0.0,1.7654127925634384
নিতাম,0.7649346739053726,0.0,1.7649346739053726
আলাদ,0.7643963545560837,0.0,1.7643963545560837
বিডুবিড়,0.7642799019813538,0.0,1.7642799019813538
দীর্ঘসময়,0.7633209973573685,0.0,1.7633209973573685
ম্যাচ,0.7630930542945862,0.0,1.7630930542945862
পৌছানোর,0.762815535068512,0.0,1.762815535068512
রয়েছেন,0.7626579403877258,0.0,1.7626579403877258
হুকুমে,0.7620052397251129,0.0,1.762005239725113
করেছেঃ,0.7611825615167618,0.0,1.7611825615167618
পান্,0.7609498351812363,0.0,1.7609498351812363
দুর্বোধ্য,0.7607992738485336,0.0,1.7607992738485336
ঠার,0.760355681180954,0.0,1.760355681180954
দ্বিতীয়ব,0.760192409157753,0.0,1.760192409157753
যাওয়াতে,0.7600619941949844,0.0,1.7600619941949844
বাজিয়ে,0.7700677365064621,0.010101010101010102,1.7599667264054522
বাক,0.7597739845514297,0.0,1.7597739845514297
চক্ষু,0.7596006244421005,0.0,1.7596006244421005
যেকেউ,0.7595818638801575,0.0,1.7595818638801575
আত্মহত্যা,0.7595565766096115,0.0,1.7595565766096115
মহাপুরুষ,0.76961350440979,0.010101010101010102,1.75951249430878
আশ,0.7692435085773468,0.010101010101010102,1.7591424984763369
নড়েচড়ে,0.7688264101743698,0.010101010101010102,1.7587254000733599
ওটি,0.7584766149520874,0.0,1.7584766149520874
নিব,0.7580686211585999,0.0,1.7580686211585999
চল্পিশ,0.7575908452272415,0.0,1.7575908452272415
বটে,0.7564811408519745,0.0,1.7564811408519745
তার৷,0.7564178258180618,0.0,1.7564178258180618
অবসর,0.7662528455257416,0.010101010101010102,1.7561518354247316
সুবেদ,0.7561101019382477,0.0,1.7561101019382477
পটকা,0.7559387683868408,0.0,1.7559387683868408
নিষ্ঠুরতা,0.7559164017438889,0.0,1.7559164017438889
উত্তরে,0.7553822100162506,0.0,1.7553822100162506
বেপরোয়া,0.7551782578229904,0.0,1.7551782578229904
হয়তোবা,0.7548489421606064,0.0,1.7548489421606064
টে,0.7547032535076141,0.0,1.7547032535076141
কোনোকিছু,0.7546853125095367,0.0,1.7546853125095367
তাড়াহুড়া,0.7545663267374039,0.0,1.7545663267374039
বেড়াল,0.7540212422609329,0.0,1.754021242260933
অসীম,0.7539752721786499,0.0,1.75397527217865
আরে৷,0.7538962960243225,0.0,1.7538962960243225
কেস,0.753774955868721,0.0,1.753774955868721
এগ,0.7537266761064529,0.0,1.753726676106453
ঠাদের,0.752929300069809,0.0,1.752929300069809
ছোটভা,0.7526431977748871,0.0,1.752643197774887
মালু,0.752525582909584,0.0,1.752525582909584
ঠিকমত,0.7521700114011765,0.0,1.7521700114011765
অশরীরী,0.7512239664793015,0.0,1.7512239664793015
পুরোনো,0.750848114490509,0.0,1.750848114490509
লিক,0.7608915120363235,0.010101010101010102,1.7507905019353136
করছি৷,0.7507182061672211,0.0,1.750718206167221
সংগীত,0.7505510598421097,0.0,1.7505510598421097
ইউনুস,0.7505068778991699,0.0,1.75050687789917
জ্যাম,0.7499221861362457,0.0,1.7499221861362457
পার্টি,0.749706506729126,0.0,1.749706506729126
ভা,0.7491812705993652,0.0,1.7491812705993652
আবেশ,0.7488764822483063,0.0,1.7488764822483063
পারা,0.7485949397087097,0.0,1.7485949397087097
গুন,0.7480933666229248,0.0,1.7480933666229248
স্ত্রী,0.7477927803993225,0.0,1.7477927803993225
শিস,0.7477258741855621,0.0,1.7477258741855621
চিকন,0.7476506531238556,0.0,1.7476506531238556
কারা,0.7476130425930023,0.0,1.7476130425930023
বাচানোর,0.7574303299188614,0.010101010101010102,1.7473293198178514
শক্তিশালী,0.7473233640193939,0.0,1.747323364019394
নিয়েছে৷,0.7462814748287201,0.0,1.74628147482872
সুলেমান,0.7462190389633179,0.0,1.7462190389633179
যাওয়ায়,0.7461691796779633,0.0,1.7461691796779633
নিয়েছি,0.746041476726532,0.0,1.746041476726532
নাট,0.7459746301174164,0.0,1.7459746301174164
তোমাদেরকে,0.745896965265274,0.0,1.745896965265274
বানর,0.7458303570747375,0.0,1.7458303570747375
ফাসির,0.7456229031085968,0.0,1.7456229031085968
ডাকলে,0.7556799352169037,0.010101010101010102,1.7455789251158937
নিতান্ত,0.755561426281929,0.010101010101010102,1.745460416180919
আরোহী,0.745267778635025,0.0,1.745267778635025
প্রশান্ত,0.7550780326128006,0.010101010101010102,1.7449770225117907
গোপনে,0.7443262040615082,0.0,1.7443262040615082
কটি,0.7440029084682465,0.0,1.7440029084682465
হারে,0.7438567876815796,0.0,1.7438567876815796
ছু,0.7436955571174622,0.0,1.7436955571174622
কুট,0.7436361014842987,0.0,1.7436361014842987
জানে৷,0.7435846924781799,0.0,1.74358469247818
দীর্ঘস্থায়ী,0.7435302734375,0.0,1.7435302734375
হামিদ,0.7434819340705872,0.0,1.7434819340705872
ধ্যান,0.7433267831802368,0.0,1.7433267831802368
বয়ে,0.7430359423160553,0.0,1.7430359423160553
থাকেন৷,0.7428209781646729,0.0,1.7428209781646729
লগে,0.7427306771278381,0.0,1.7427306771278381
ধারেকা,0.7425698339939117,0.0,1.7425698339939117
কথোপকথন,0.7424119710922241,0.0,1.7424119710922241
দেওয়৷,0.7423540651798248,0.0,1.7423540651798248
নিয়ন্ত্রণে,0.7423406541347504,0.0,1.7423406541347504
সেজন্যে,0.7423352301120758,0.0,1.7423352301120758
ভাবান্তর,0.7420056164264679,0.0,1.742005616426468
ঝা,0.7419077157974243,0.0,1.7419077157974243
লি,0.7418331801891327,0.0,1.7418331801891327
মি,0.7418147027492523,0.0,1.7418147027492523
একমাস,0.740717738866806,0.0,1.740717738866806
দেখানোর,0.7406113743782043,0.0,1.7406113743782043
অন্ত্র,0.7405052781105042,0.0,1.7405052781105042
গোছ,0.7401629388332367,0.0,1.7401629388332367
আঠারো,0.7396393120288849,0.0,1.7396393120288849
দেখলাম৷,0.7394818961620331,0.0,1.739481896162033
তেইশ,0.739478588104248,0.0,1.739478588104248
এইরকম,0.7389795780181885,0.0,1.7389795780181885
একনজর,0.7389400601387024,0.0,1.7389400601387024
মহড়া,0.738908588886261,0.0,1.738908588886261
চলি,0.7386634051799774,0.0,1.7386634051799774
ফাটা,0.7384881675243378,0.0,1.7384881675243378
তু,0.7384780645370483,0.0,1.7384780645370483
সাজ,0.7383733093738556,0.0,1.7383733093738556
পিপড়া,0.7383661866188049,0.0,1.738366186618805
স্যুটকেস,0.7380866706371307,0.0,1.7380866706371307
স্যার,0.7378464341163635,0.0,1.7378464341163635
স্থগিত,0.7374033629894257,0.0,1.7374033629894257
সনে,0.7372009754180908,0.0,1.7372009754180908
ছি,0.7371164262294769,0.0,1.737116426229477
মহামতি,0.7366083562374115,0.0,1.7366083562374115
লিস্ট,0.7363373339176178,0.0,1.7363373339176178
তক্ষুনি,0.7361044585704803,0.0,1.7361044585704803
অবস্থাতে,0.7355758249759674,0.0,1.7355758249759674
আবিদ,0.7353973090648651,0.0,1.7353973090648651
ফ্যাকাসে,0.7353059947490692,0.0,1.7353059947490692
রাম,0.7351935505867004,0.0,1.7351935505867004
কদিন,0.7351322770118713,0.0,1.7351322770118713
গিয়েছিল৷,0.7349425256252289,0.0,1.7349425256252289
জবাবদিহি,0.7347394227981567,0.0,1.7347394227981567
উদ্ভট,0.7339682281017303,0.0,1.7339682281017303
হান্নান,0.7338990867137909,0.0,1.733899086713791
চেহারাটা,0.7334080934524536,0.0,1.7334080934524536
ভেজাল,0.7334008812904358,0.0,1.7334008812904358
এক্কেবারে,0.7333149909973145,0.0,1.7333149909973145
দিয়েছে৷,0.733148843050003,0.0,1.733148843050003
থেকে৷,0.7330359816551208,0.0,1.7330359816551208
বহুদিন,0.733021467924118,0.0,1.733021467924118
উল্লসিত,0.7328489124774933,0.0,1.7328489124774933
কেবল,0.7327105700969696,0.0,1.7327105700969696
গেছেঃ,0.7326750159263611,0.0,1.732675015926361
শেষটায়,0.7324234247207642,0.0,1.7324234247207642
লেন,0.7324043810367584,0.0,1.7324043810367584
উষ্ণ,0.7323519885540009,0.0,1.7323519885540009
অপচয়,0.7424025535583496,0.010101010101010102,1.7323015434573397
বিতরণ,0.7322841286659241,0.0,1.732284128665924
রোগা,0.7321679890155792,0.0,1.7321679890155792
অ্যাটাক,0.7320623099803925,0.0,1.7320623099803925
আধা,0.7318672239780426,0.0,1.7318672239780426
দিশেহা,0.731743723154068,0.0,1.731743723154068
খুঁচিয়ে,0.7417674958705902,0.010101010101010102,1.7316664857695803
কুল,0.7316366136074066,0.0,1.7316366136074066
